train_idx,recording_id,window_idx
526,661732,10
527,691600,11
528,677543,5
529,1136851,13
530,1049703,1
531,1107072,7
532,735828,12
533,924634,6
534,648368,0
535,1024572,3
536,1027844,9
537,939388,7
538,1139332,10
539,1138832,14
540,1089801,13
541,1138428,13
542,1031083,6
543,1027844,5
544,694376,2
545,776032,3
546,958835,11
547,999642,12
548,1095092,12
549,872369,2
550,706924,3
551,1027844,1
552,1051517,6
553,1023050,8
554,1138651,14
555,1031083,12
556,702570,4
557,813954,5
558,1083920,13
559,1083198,6
560,860362,7
561,735856,1
562,797245,10
563,1138428,1
564,803375,8
565,1139332,13
566,686057,11
567,880054,1
568,1080242,5
569,1029615,14
570,1012679,11
571,1099293,6
572,1015039,6
573,911663,4
574,1138662,13
575,676545,5
576,1085542,5
577,1094464,0
578,1082015,5
579,1031083,5
580,648368,7
581,963141,4
582,766386,8
583,786153,0
584,935615,14
585,1080242,9
586,955945,10
587,880802,0
588,1089801,12
589,661732,14
590,1045832,1
591,959153,5
592,1094464,2
593,1012506,6
594,829231,5
595,1012678,5
596,955938,4
597,743188,9
598,924626,0
599,1009102,14
600,939388,3
601,1049227,6
602,1029615,8
603,898674,7
604,1007629,8
605,958843,1
606,1136851,0
607,1060042,8
608,1138832,11
609,1021071,0
610,1029783,0
611,1107072,0
612,924626,8
613,1139294,1
614,735828,3
615,1138651,8
616,1012498,9
617,879118,7
618,829232,9
619,729504,5
620,994379,14
621,1039176,10
622,999642,11
623,1096225,6
624,892933,4
625,1013038,8
626,1060244,11
627,721569,12
628,875451,0
629,924239,6
630,872369,8
631,1083908,9
632,706924,4
633,892933,6
634,1089801,8
635,957291,10
636,959153,0
637,1139604,5
638,1015039,5
639,1139951,6
640,737551,5
641,803375,6
642,1013742,8
643,1139951,2
644,1139789,11
645,1138978,4
646,1138668,1
647,1013010,7
648,1099293,13
649,1139951,7
650,1099293,14
651,729504,8
652,813954,0
653,1138662,4
654,958843,6
655,1074392,0
656,1085542,1
657,958844,4
658,686057,5
659,766386,4
660,735828,13
661,1104243,8
662,1133843,3
663,813954,14
664,955954,13
665,1083920,12
666,923855,3
667,973034,10
668,648368,2
669,924638,1
670,1045441,4
671,955945,1
672,955944,3
673,955942,12
674,1133843,11
675,1068477,11
676,806343,4
677,1013832,10
678,1089801,14
679,722853,8
680,677543,9
681,1083908,0
682,879667,9
683,766386,2
684,1021075,4
685,900144,8
686,1045446,4
687,1083908,4
688,732715,0
689,955954,1
690,686057,7
691,963141,13
692,924638,6
693,984442,12
694,999808,3
695,686057,5
696,955954,8
697,749982,2
698,1138662,8
699,1009102,0
700,915555,9
701,786154,1
702,1012500,14
703,1023050,8
704,1087463,11
705,1133668,10
706,1083198,11
707,955942,7
708,1139534,7
709,1048430,4
710,1024572,4
711,686057,0
712,698317,9
713,688631,9
714,736268,3
715,1015040,10
716,1043795,14
717,1086866,5
718,1085542,4
719,1090318,7
720,786153,5
721,924634,13
722,797245,7
723,955943,5
724,1080242,6
725,1083198,9
726,980450,11
727,1100538,9
728,1039176,5
729,1024572,11
730,782482,11
731,1139790,14
732,1012404,1
733,776026,1
734,914376,9
735,924638,3
736,720922,10
737,661732,3
738,955944,6
739,1139294,14
740,957291,0
741,1046357,10
742,737551,10
743,697755,3
744,806343,3
745,825254,0
746,786153,13
747,1089129,6
748,749982,4
749,1099408,1
750,1015039,3
751,875451,8
752,789575,13
753,1133668,9
754,1139309,3
755,1074392,2
756,900144,6
757,722853,7
758,955945,0
759,1014090,10
760,900144,9
761,935615,12
762,1013038,0
763,1015043,5
764,898844,5
765,999808,2
766,923855,8
767,764681,6
768,1043795,10
769,743810,3
770,1138428,0
771,677543,10
772,1049157,3
773,1029783,3
774,1138428,3
775,1095084,2
776,892933,10
777,914376,3
778,1100538,6
779,1012134,1
780,955945,4
781,1089603,5
782,1139789,2
783,1133843,2
784,1009102,13
785,1014090,8
786,1015051,4
787,1138428,10
788,955943,3
789,1138427,6
790,994379,10
791,973034,13
792,860679,6
793,1079586,14
794,1139951,1
795,1139789,3
796,879118,2
797,670954,2
798,1013832,9
799,720339,9
800,1139350,5
801,812729,6
802,923855,13
803,1138428,13
804,812729,6
805,1012680,9
806,1045832,3
807,1069251,3
808,958842,14
809,1092304,1
810,753469,3
811,1139789,4
812,1013745,5
813,959153,0
814,1013010,14
815,1072200,2
816,1095084,10
817,1047654,7
818,899902,5
819,1138832,6
820,1104243,14
821,924626,5
822,1069251,3
823,924631,10
824,732715,12
825,731970,10
826,959153,11
827,729504,4
828,1012136,2
829,1043795,9
830,1046357,3
831,1096225,1
832,1083198,8
833,1013847,9
834,1021072,0
835,1047654,6
836,875451,14
837,1013742,7
838,1080242,2
839,1021073,5
840,1015051,14
841,1060245,14
842,1009102,8
843,958835,2
844,1039176,3
845,1094464,12
846,766386,3
847,958838,6
848,1049157,5
849,898674,9
850,1080235,2
851,1136851,12
852,923855,9
853,679452,0
854,1046357,0
855,1012680,7
856,1056054,6
857,1133668,0
858,900144,9
859,732715,4
860,879118,8
861,803375,2
862,1094464,9
863,900144,14
864,880056,4
865,720339,10
866,973034,13
867,731970,4
868,973034,2
869,1013748,8
870,984442,8
871,1087463,13
872,1051517,7
873,1045441,2
874,924239,4
875,1094464,13
876,1027846,5
877,973034,3
878,1047654,5
879,829229,4
880,1138670,8
881,1095084,8
882,958836,1
883,924797,12
884,1013748,2
885,749982,3
886,1013832,11
887,736268,6
888,1139534,2
889,935615,1
890,1013010,12
891,955923,1
892,1060042,3
893,694376,5
894,1013748,14
895,1094463,2
896,860679,14
897,1133668,8
898,679452,14
899,1092304,13
900,1012500,1
901,958844,2
902,806343,13
903,679452,14
904,1092304,13
905,786154,7
906,720921,1
907,694376,1
908,1138427,12
909,1138660,3
910,1107061,10
911,790022,10
912,1049703,10
913,1089129,3
914,839869,0
915,924638,11
916,648368,14
917,1099408,5
918,860362,13
919,1095084,10
920,1049227,2
921,1068477,14
922,1023050,5
923,957326,5
924,939388,1
925,1094463,1
926,1077841,11
927,879667,4
928,1139951,9
929,694376,0
930,924631,3
931,1046357,7
932,1035996,14
933,676549,2
934,955944,0
935,721569,0
936,1060042,11
937,1138651,2
938,999642,12
939,776032,1
940,813955,12
941,955943,2
942,924626,3
943,729504,11
944,825254,2
945,1013742,3
946,1099293,13
947,958836,8
948,1133668,2
949,958836,2
950,1012136,14
951,1139788,13
952,1012498,2
953,1015043,11
954,1029783,7
955,743188,10
956,1012404,14
957,706135,10
958,698317,5
959,1139294,8
960,1138428,5
961,924636,10
962,955942,9
963,1079586,7
964,677543,13
965,900144,10
966,720921,5
967,1138428,0
968,1021073,6
969,1015051,8
970,806343,5
971,1099408,1
972,1031083,12
973,1049157,5
974,1049703,11
975,1136851,3
976,706135,4
977,829229,8
978,1013010,12
979,975331,6
980,1077841,4
981,782482,4
982,958835,12
983,898844,1
984,1090318,13
985,872369,8
986,1096225,3
987,1077841,0
988,1013307,3
989,963141,0
990,1068477,8
991,703911,1
992,839869,8
993,1012498,10
994,729504,11
995,1021072,11
996,1138832,1
997,880054,3
998,1138978,3
999,1049703,11
1000,720922,1
1001,694376,12
1002,1079586,11
1003,1133843,12
1004,959153,3
1005,1013847,1
1006,706135,6
1007,1139790,2
1008,1029615,13
1009,984442,14
1010,1138662,5
1011,1139534,12
1012,729504,1
1013,1045446,1
1014,743810,13
1015,914376,3
1016,880802,0
1017,1036594,11
1018,924797,11
1019,706924,0
1020,955944,3
1021,1099293,1
1022,1083920,0
1023,1089603,6
1024,1139951,3
1025,1079586,6
1026,782482,8
1027,973034,1
1028,776026,0
1029,1090318,14
1030,776026,9
1031,1012678,8
1032,924626,4
1033,955938,5
1034,679452,1
1035,1060244,7
1036,880802,14
1037,926363,12
1038,1107072,11
1039,1015040,10
1040,661732,12
1041,670954,5
1042,1138427,11
1043,915555,3
1044,900144,1
1045,731970,5
1046,691600,13
1047,648368,6
1048,731970,14
1049,786153,8
1050,1046357,8
1051,731970,1
1052,1139788,5
1053,980450,9
1054,955954,9
1055,803375,1
1056,941230,5
1057,735828,1
1058,955943,8
1059,648368,11
1060,1043795,7
1061,1060042,11
1062,1099408,13
1063,959153,1
1064,803375,9
1065,958832,11
1066,958844,7
1067,1095084,6
1068,923855,8
1069,1027846,5
1070,743188,11
1071,1136851,14
1072,914376,11
1073,1060042,13
1074,1082015,7
1075,1035996,11
1076,923855,9
1077,980450,11
1078,879667,7
1079,813954,2
1080,958843,2
1081,1139309,0
1082,1139294,4
1083,829229,10
1084,786154,2
1085,1009102,5
1086,1139789,7
1087,1021073,13
1088,1012500,4
1089,661732,5
1090,899902,2
1091,1107061,10
1092,1013307,7
1093,1083920,8
1094,676545,4
1095,1012678,4
1096,914376,1
1097,1049227,1
1098,1086866,14
1099,1012679,8
1100,829231,9
1101,1012500,14
1102,955942,3
1103,1031083,10
1104,697755,13
1105,1018064,2
1106,984442,6
1107,1138651,2
1108,1018064,6
1109,1027846,1
1110,1060244,8
1111,1138978,4
1112,1139294,2
1113,880802,11
1114,1139789,5
1115,959153,1
1116,1012680,11
1117,1133843,7
1118,686057,1
1119,743188,5
1120,860362,12
1121,1013748,11
1122,786153,7
1123,1138651,3
1124,880056,6
1125,1029783,10
1126,1012500,9
1127,1083920,3
1128,1027844,12
1129,926363,7
1130,1045441,14
1131,860362,3
1132,1012498,12
1133,736268,2
1134,1048430,6
1135,1013307,6
1136,1047654,11
1137,1047654,8
1138,1138832,10
1139,924631,2
1140,875451,3
1141,1013307,12
1142,1013847,12
1143,1024572,5
1144,697755,1
1145,1136851,13
1146,958842,11
1147,749982,14
1148,1012678,2
1149,984442,1
1150,1013832,5
1151,1027844,11
1152,1139789,14
1153,860362,4
1154,1051517,12
1155,898674,11
1156,1047654,10
1157,688631,4
1158,829229,9
1159,879667,3
1160,1015043,9
1161,1107061,11
1162,737551,12
1163,999808,5
1164,1049703,3
1165,691600,9
1166,1099408,3
1167,1012404,9
1168,1012680,14
1169,789575,0
1170,1013832,10
1171,1035996,10
1172,1043795,4
1173,1090713,1
1174,722853,4
1175,766386,8
1176,1139788,0
1177,935615,7
1178,1010651,0
1179,959619,4
1180,1029783,6
1181,958832,5
1182,958843,6
1183,1012679,8
1184,980450,2
1185,1068477,14
1186,1021075,5
1187,1013307,13
1188,1015043,12
1189,776032,9
1190,1046357,2
1191,676545,0
1192,1013832,1
1193,697755,10
1194,1045832,7
1195,1013010,3
1196,1007629,8
1197,782482,8
1198,1012404,9
1199,1020218,1
1200,1015039,10
1201,1083198,11
1202,786155,6
1203,999808,4
1204,1083920,5
1205,955942,10
1206,790022,11
1207,1139788,12
1208,720339,3
1209,1139332,7
1210,1094463,6
1211,1021073,12
1212,898674,14
1213,1136851,1
1214,1083198,8
1215,900144,8
1216,1099293,5
1217,958835,10
1218,1013010,7
1219,1027846,9
1220,661732,11
1221,955943,1
1222,1139309,1
1223,955954,0
1224,1013847,3
1225,924239,7
1226,1133843,6
1227,786153,9
1228,1085542,8
1229,1133843,14
1230,1138662,10
1231,1099408,7
1232,899902,4
1233,743188,13
1234,860362,5
1235,676545,14
1236,1060245,7
1237,1012506,8
1238,1139604,10
1239,679452,10
1240,1139789,0
1241,688631,7
1242,880802,1
1243,880053,3
1244,1048430,7
1245,892933,8
1246,1018064,9
1247,839869,14
1248,955923,0
1249,1094463,9
1250,749982,6
1251,963141,13
1252,720339,7
1253,1014379,7
1254,1036594,6
1255,1089801,3
1256,1024572,9
1257,1090318,5
1258,721569,3
1259,1051517,14
1260,924626,7
1261,994379,7
1262,955943,9
1263,1095084,13
1264,1089603,7
1265,1014090,3
1266,1024572,6
1267,679452,7
1268,1029615,12
1269,1015039,7
1270,911663,1
1271,786155,6
1272,706924,6
1273,1012678,3
1274,958842,6
1275,731970,4
1276,789575,11
1277,786155,8
1278,1021072,12
1279,1139604,9
1280,963141,11
1281,764681,6
1282,924638,14
1283,679452,13
1284,1036594,10
1285,691600,1
1286,959619,1
1287,829231,4
1288,1072200,7
1289,923855,4
1290,1060244,6
1291,958844,12
1292,722853,2
1293,729504,7
1294,720339,10
1295,1009102,3
1296,1048430,8
1297,1060245,12
1298,1095084,7
1299,1138428,10
1300,926363,8
1301,958838,4
1302,1012506,13
1303,735828,7
1304,1015043,4
1305,1136851,8
1306,698317,2
1307,698317,8
1308,1039176,13
1309,1099293,1
1310,829231,1
1311,1083908,4
1312,735856,9
1313,1080235,12
1314,879118,9
1315,743188,3
1316,706924,12
1317,1139788,5
1318,825254,8
1319,1138668,3
1320,1079586,13
1321,1085542,3
1322,928007,12
1323,1012500,2
1324,1083198,10
1325,1010651,13
1326,1021072,2
1327,958844,8
1328,994379,3
1329,1045446,14
1330,879667,1
1331,924797,4
1332,1138668,1
1333,1010651,4
1334,928007,11
1335,1015043,7
1336,735828,2
1337,880802,4
1338,691600,5
1339,1049157,12
1340,914376,10
1341,679452,0
1342,880802,10
1343,1069251,0
1344,829229,8
1345,984442,2
1346,1074392,12
1347,1079586,8
1348,1139332,5
1349,698317,10
1350,1107072,13
1351,1015040,11
1352,872369,4
1353,1139790,11
1354,900144,13
1355,1060042,12
1356,1013010,11
1357,1072200,6
1358,1012404,10
1359,880054,11
1360,1029783,8
1361,924631,2
1362,648368,11
1363,1021073,2
1364,860679,4
1365,1099408,10
1366,1043795,3
1367,766386,7
1368,1077841,2
1369,749982,0
1370,813955,6
1371,661732,8
1372,924636,14
1373,1069251,5
1374,731970,3
1375,1133843,8
1376,924631,6
1377,797245,3
1378,686057,13
1379,829231,8
1380,923855,1
1381,898674,13
1382,958835,4
1383,1080242,0
1384,924631,8
1385,1031083,1
1386,737551,12
1387,1139294,5
1388,973034,14
1389,686057,9
1390,1060245,0
1391,786153,0
1392,1039176,5
1393,955944,7
1394,914376,10
1395,958832,9
1396,790022,6
1397,1099293,9
1398,1012136,11
1399,958966,2
1400,880056,2
1401,860362,10
1402,691600,4
1403,923855,14
1404,786154,3
1405,1045832,9
1406,749982,14
1407,1139294,8
1408,941230,1
1409,1021073,11
1410,1094463,0
1411,1007629,10
1412,1013307,4
1413,766386,6
1414,1021072,7
1415,1048430,1
1416,958843,2
1417,1014379,1
1418,720339,2
1419,892933,3
1420,955954,11
1421,677543,12
1422,1138670,1
1423,1139348,3
1424,776032,3
1425,1027846,7
1426,1043795,1
1427,980450,2
1428,786155,2
1429,1012498,5
1430,994379,13
1431,1138672,6
1432,1039176,13
1433,1138651,0
1434,1018064,8
1435,694376,7
1436,786155,12
1437,1012500,11
1438,1138730,7
1439,957291,12
1440,924638,4
1441,1021075,10
1442,1012500,0
1443,736268,5
1444,1060245,5
1445,1012679,10
1446,1012679,4
1447,1099408,12
1448,706924,7
1449,1013832,4
1450,1090713,6
1451,706924,6
1452,1013832,4
1453,829229,2
1454,1031083,4
1455,1139788,4
1456,924638,4
1457,958842,3
1458,1077841,3
1459,1139309,6
1460,1092304,4
1461,899902,9
1462,928007,8
1463,1094464,14
1464,1007629,3
1465,732715,12
1466,1139604,1
1467,860679,0
1468,872369,4
1469,1007629,11
1470,1039176,1
1471,786153,12
1472,924634,3
1473,1014090,9
1474,959153,7
1475,677543,11
1476,1012679,0
1477,1021073,7
1478,957291,4
1479,1094463,1
1480,994379,11
1481,1074392,10
1482,872369,9
1483,1012136,7
1484,839869,10
1485,1133668,11
1486,1100538,7
1487,958835,7
1488,924638,10
1489,670954,3
1490,935615,9
1491,743810,14
1492,706135,1
1493,790022,5
1494,1086866,0
1495,1086866,7
1496,880802,9
1497,1072200,4
1498,1072200,0
1499,1138670,5
1500,782482,3
1501,860679,9
1502,1045446,0
1503,1036594,1
1504,1060244,1
1505,1029783,2
1506,875451,9
1507,955954,4
1508,899902,6
1509,1027846,12
1510,1085542,13
1511,1031083,0
1512,900144,5
1513,860679,5
1514,1060244,9
1515,797245,9
1516,911663,7
1517,829231,3
1518,694376,8
1519,1104243,9
1520,1079586,7
1521,1007629,2
1522,812729,0
1523,958836,10
1524,786153,10
1525,735856,1
1526,1092304,3
1527,732715,6
1528,720921,7
1529,1139534,3
1530,955945,2
1531,1027846,4
1532,648368,10
1533,1107061,4
1534,1018064,11
1535,825254,1
1536,776032,5
1537,1039176,6
1538,1077841,2
1539,1087463,7
1540,1139534,0
1541,1138730,12
1542,1094463,8
1543,1013847,0
1544,1010651,0
1545,1012500,3
1546,829232,12
1547,829231,0
1548,1094464,10
1549,661732,1
1550,935615,4
1551,697755,8
1552,1099408,4
1553,1049703,2
1554,1047654,0
1555,731970,10
1556,1021072,9
1557,679452,5
1558,766386,4
1559,1138651,10
1560,1138730,5
1561,1027844,12
1562,1074392,1
1563,924626,1
1564,911663,6
1565,1095092,3
1566,1090713,0
1567,1138832,8
1568,1013038,2
1569,702570,1
1570,1094464,11
1571,923855,0
1572,731970,7
1573,935615,0
1574,1083198,5
1575,1012134,12
1576,994379,1
1577,676545,11
1578,872369,14
1579,743810,2
1580,1139790,5
1581,975331,12
1582,776032,14
1583,999642,7
1584,980450,13
1585,1138428,14
1586,1138978,5
1587,1087463,3
1588,786155,4
1589,1047654,5
1590,984442,3
1591,676549,7
1592,1013038,1
1593,694376,7
1594,959619,3
1595,764681,11
1596,1099293,6
1597,1045441,3
1598,1012499,13
1599,736268,0
1600,1009102,12
1601,1013832,6
1602,706924,8
1603,1094464,14
1604,698317,2
1605,1094464,6
1606,924626,2
1607,924797,2
1608,1138660,8
1609,1083920,6
1610,958837,10
1611,1027846,3
1612,661732,13
1613,1010651,12
1614,1094463,10
1615,1051517,10
1616,924239,0
1617,1092304,1
1618,958838,3
1619,924631,1
1620,1012680,12
1621,691600,9
1622,1012678,1
1623,1138651,7
1624,764681,1
1625,706924,9
1626,1090713,0
1627,880053,1
1628,1139951,4
1629,1049157,2
1630,1083908,8
1631,1082015,13
1632,899902,14
1633,813954,1
1634,737551,3
1635,691600,0
1636,958837,0
1637,899902,10
1638,839869,11
1639,1013742,11
1640,703911,5
1641,1048430,2
1642,1021072,5
1643,958835,2
1644,694376,4
1645,1021072,3
1646,786153,12
1647,1012498,13
1648,706924,8
1649,1015051,9
1650,1138672,8
1651,958835,6
1652,1043795,13
1653,1139332,4
1654,764681,2
1655,1060245,14
1656,880056,14
1657,691600,4
1658,1012404,10
1659,1104243,12
1660,924636,4
1661,743810,10
1662,900144,3
1663,729504,3
1664,959153,11
1665,688631,4
1666,1021071,5
1667,1095092,2
1668,1012499,4
1669,935615,0
1670,872369,0
1671,1014379,6
1672,1013832,11
1673,1013307,11
1674,879667,8
1675,1013832,0
1676,1014090,2
1677,839869,2
1678,1043795,12
1679,722853,1
1680,1095092,0
1681,926363,5
1682,973034,11
1683,957291,3
1684,776026,2
1685,721569,5
1686,958844,5
1687,957326,10
1688,829229,5
1689,1012404,13
1690,806343,11
1691,879118,5
1692,973034,12
1693,1060042,7
1694,1139604,0
1695,924626,10
1696,1139309,4
1697,958832,0
1698,743188,8
1699,1020218,4
1700,1029783,4
1701,679452,6
1702,1139789,9
1703,1029783,5
1704,955938,2
1705,661732,4
1706,941230,10
1707,1139294,13
1708,1049157,6
1709,1036594,12
1710,790022,0
1711,1104243,11
1712,677543,2
1713,958832,9
1714,670954,4
1715,1090713,9
1716,1012680,12
1717,980450,12
1718,1018064,1
1719,720339,12
1720,915555,8
1721,1089129,6
1722,1139534,13
1723,1082015,6
1724,1021075,13
1725,899902,5
1726,928007,1
1727,1133843,10
1728,975331,7
1729,955938,5
1730,1045441,4
1731,694376,3
1732,1138730,12
1733,1079586,12
1734,1139788,8
1735,786155,13
1736,1080242,2
1737,1021072,14
1738,1139348,4
1739,1015051,13
1740,1138832,5
1741,1060245,9
1742,702570,3
1743,813955,14
1744,1138651,10
1745,1139790,4
1746,789575,3
1747,958836,6
1748,1060245,13
1749,1099408,11
1750,1136851,10
1751,729504,12
1752,1099293,2
1753,764681,1
1754,813954,10
1755,958832,10
1756,1094463,12
1757,892933,6
1758,955954,2
