recording_id,species,window_idx,source_url,split
1138978,American Robin,5,https://xeno-canto.org/1138978/download,test
1138978,American Robin,6,https://xeno-canto.org/1138978/download,test
1138978,American Robin,7,https://xeno-canto.org/1138978/download,test
1138978,American Robin,8,https://xeno-canto.org/1138978/download,test
1138978,American Robin,9,https://xeno-canto.org/1138978/download,test
1138978,American Robin,10,https://xeno-canto.org/1138978/download,test
1135112,American Robin,0,https://xeno-canto.org/1135112/download,train
1135112,American Robin,1,https://xeno-canto.org/1135112/download,train
1135112,American Robin,2,https://xeno-canto.org/1135112/download,train
1135112,American Robin,3,https://xeno-canto.org/1135112/download,train
1135112,American Robin,4,https://xeno-canto.org/1135112/download,train
1135112,American Robin,5,https://xeno-canto.org/1135112/download,train
1135112,American Robin,6,https://xeno-canto.org/1135112/download,train
1135112,American Robin,7,https://xeno-canto.org/1135112/download,train
1135112,American Robin,8,https://xeno-canto.org/1135112/download,train
1135112,American Robin,9,https://xeno-canto.org/1135112/download,train
1135112,American Robin,10,https://xeno-canto.org/1135112/download,train
1135112,American Robin,11,https://xeno-canto.org/1135112/download,train
1135112,American Robin,12,https://xeno-canto.org/1135112/download,train
1135112,American Robin,13,https://xeno-canto.org/1135112/download,train
1135112,American Robin,14,https://xeno-canto.org/1135112/download,train
1135112,American Robin,15,https://xeno-canto.org/1135112/download,train
1107061,American Robin,0,https://xeno-canto.org/1107061/download,test
1107061,American Robin,1,https://xeno-canto.org/1107061/download,test
1107061,American Robin,2,https://xeno-canto.org/1107061/download,test
1107061,American Robin,3,https://xeno-canto.org/1107061/download,test
1107061,American Robin,4,https://xeno-canto.org/1107061/download,test
1107061,American Robin,5,https://xeno-canto.org/1107061/download,test
1107061,American Robin,6,https://xeno-canto.org/1107061/download,test
1107061,American Robin,7,https://xeno-canto.org/1107061/download,test
1107061,American Robin,8,https://xeno-canto.org/1107061/download,test
1107061,American Robin,9,https://xeno-canto.org/1107061/download,test
1107061,American Robin,10,https://xeno-canto.org/1107061/download,test
1107061,American Robin,11,https://xeno-canto.org/1107061/download,test
1107061,American Robin,12,https://xeno-canto.org/1107061/download,test
1107061,American Robin,13,https://xeno-canto.org/1107061/download,test
1107061,American Robin,14,https://xeno-canto.org/1107061/download,test
1107061,American Robin,15,https://xeno-canto.org/1107061/download,test
1107061,American Robin,16,https://xeno-canto.org/1107061/download,test
1107061,American Robin,17,https://xeno-canto.org/1107061/download,test
1107061,American Robin,18,https://xeno-canto.org/1107061/download,test
1107061,American Robin,19,https://xeno-canto.org/1107061/download,test
1107061,American Robin,20,https://xeno-canto.org/1107061/download,test
1107061,American Robin,21,https://xeno-canto.org/1107061/download,test
1107061,American Robin,22,https://xeno-canto.org/1107061/download,test
1107061,American Robin,23,https://xeno-canto.org/1107061/download,test
1107061,American Robin,24,https://xeno-canto.org/1107061/download,test
1107061,American Robin,25,https://xeno-canto.org/1107061/download,test
1107061,American Robin,26,https://xeno-canto.org/1107061/download,test
1107061,American Robin,27,https://xeno-canto.org/1107061/download,test
1107061,American Robin,28,https://xeno-canto.org/1107061/download,test
1107061,American Robin,29,https://xeno-canto.org/1107061/download,test
1100538,American Robin,0,https://xeno-canto.org/1100538/download,val
1100538,American Robin,1,https://xeno-canto.org/1100538/download,val
1100538,American Robin,2,https://xeno-canto.org/1100538/download,val
1100538,American Robin,3,https://xeno-canto.org/1100538/download,val
1100538,American Robin,4,https://xeno-canto.org/1100538/download,val
1100538,American Robin,5,https://xeno-canto.org/1100538/download,val
1100538,American Robin,6,https://xeno-canto.org/1100538/download,val
1100538,American Robin,7,https://xeno-canto.org/1100538/download,val
1100538,American Robin,8,https://xeno-canto.org/1100538/download,val
1100538,American Robin,9,https://xeno-canto.org/1100538/download,val
1100538,American Robin,10,https://xeno-canto.org/1100538/download,val
1100538,American Robin,11,https://xeno-canto.org/1100538/download,val
1100538,American Robin,12,https://xeno-canto.org/1100538/download,val
1100538,American Robin,13,https://xeno-canto.org/1100538/download,val
1100538,American Robin,14,https://xeno-canto.org/1100538/download,val
1100538,American Robin,15,https://xeno-canto.org/1100538/download,val
1100538,American Robin,16,https://xeno-canto.org/1100538/download,val
1100538,American Robin,17,https://xeno-canto.org/1100538/download,val
1100538,American Robin,18,https://xeno-canto.org/1100538/download,val
1100538,American Robin,19,https://xeno-canto.org/1100538/download,val
1100538,American Robin,20,https://xeno-canto.org/1100538/download,val
1100538,American Robin,21,https://xeno-canto.org/1100538/download,val
1100538,American Robin,22,https://xeno-canto.org/1100538/download,val
1100538,American Robin,23,https://xeno-canto.org/1100538/download,val
1100538,American Robin,24,https://xeno-canto.org/1100538/download,val
1100538,American Robin,25,https://xeno-canto.org/1100538/download,val
1100538,American Robin,26,https://xeno-canto.org/1100538/download,val
1100538,American Robin,27,https://xeno-canto.org/1100538/download,val
1100538,American Robin,28,https://xeno-canto.org/1100538/download,val
1100538,American Robin,29,https://xeno-canto.org/1100538/download,val
1099293,American Robin,0,https://xeno-canto.org/1099293/download,train
1099293,American Robin,1,https://xeno-canto.org/1099293/download,train
1099293,American Robin,2,https://xeno-canto.org/1099293/download,train
1099293,American Robin,3,https://xeno-canto.org/1099293/download,train
1099293,American Robin,4,https://xeno-canto.org/1099293/download,train
1099293,American Robin,5,https://xeno-canto.org/1099293/download,train
1099293,American Robin,6,https://xeno-canto.org/1099293/download,train
1099293,American Robin,7,https://xeno-canto.org/1099293/download,train
1099293,American Robin,8,https://xeno-canto.org/1099293/download,train
1099293,American Robin,9,https://xeno-canto.org/1099293/download,train
1099293,American Robin,10,https://xeno-canto.org/1099293/download,train
1099293,American Robin,11,https://xeno-canto.org/1099293/download,train
1099293,American Robin,12,https://xeno-canto.org/1099293/download,train
1099293,American Robin,13,https://xeno-canto.org/1099293/download,train
1099293,American Robin,14,https://xeno-canto.org/1099293/download,train
1099293,American Robin,15,https://xeno-canto.org/1099293/download,train
1099293,American Robin,16,https://xeno-canto.org/1099293/download,train
1099293,American Robin,17,https://xeno-canto.org/1099293/download,train
1099293,American Robin,18,https://xeno-canto.org/1099293/download,train
1099293,American Robin,19,https://xeno-canto.org/1099293/download,train
1099293,American Robin,20,https://xeno-canto.org/1099293/download,train
1099293,American Robin,21,https://xeno-canto.org/1099293/download,train
1099293,American Robin,22,https://xeno-canto.org/1099293/download,train
1099293,American Robin,23,https://xeno-canto.org/1099293/download,train
1099293,American Robin,24,https://xeno-canto.org/1099293/download,train
1099293,American Robin,25,https://xeno-canto.org/1099293/download,train
1099293,American Robin,26,https://xeno-canto.org/1099293/download,train
1089129,American Robin,0,https://xeno-canto.org/1089129/download,train
1089129,American Robin,1,https://xeno-canto.org/1089129/download,train
1089129,American Robin,2,https://xeno-canto.org/1089129/download,train
1089129,American Robin,3,https://xeno-canto.org/1089129/download,train
1089129,American Robin,4,https://xeno-canto.org/1089129/download,train
1089129,American Robin,5,https://xeno-canto.org/1089129/download,train
1089129,American Robin,6,https://xeno-canto.org/1089129/download,train
1089129,American Robin,7,https://xeno-canto.org/1089129/download,train
1089129,American Robin,8,https://xeno-canto.org/1089129/download,train
1079586,American Robin,0,https://xeno-canto.org/1079586/download,train
1079586,American Robin,1,https://xeno-canto.org/1079586/download,train
1079586,American Robin,2,https://xeno-canto.org/1079586/download,train
1079586,American Robin,3,https://xeno-canto.org/1079586/download,train
1079586,American Robin,4,https://xeno-canto.org/1079586/download,train
1079586,American Robin,5,https://xeno-canto.org/1079586/download,train
1079586,American Robin,6,https://xeno-canto.org/1079586/download,train
1079586,American Robin,7,https://xeno-canto.org/1079586/download,train
1079586,American Robin,8,https://xeno-canto.org/1079586/download,train
1079586,American Robin,9,https://xeno-canto.org/1079586/download,train
1079586,American Robin,10,https://xeno-canto.org/1079586/download,train
1079586,American Robin,11,https://xeno-canto.org/1079586/download,train
1079586,American Robin,12,https://xeno-canto.org/1079586/download,train
1079586,American Robin,13,https://xeno-canto.org/1079586/download,train
1079586,American Robin,14,https://xeno-canto.org/1079586/download,train
1079586,American Robin,15,https://xeno-canto.org/1079586/download,train
1079586,American Robin,16,https://xeno-canto.org/1079586/download,train
1079586,American Robin,17,https://xeno-canto.org/1079586/download,train
1079586,American Robin,18,https://xeno-canto.org/1079586/download,train
1079586,American Robin,19,https://xeno-canto.org/1079586/download,train
1079586,American Robin,20,https://xeno-canto.org/1079586/download,train
1079586,American Robin,21,https://xeno-canto.org/1079586/download,train
1079586,American Robin,22,https://xeno-canto.org/1079586/download,train
1079586,American Robin,23,https://xeno-canto.org/1079586/download,train
1079586,American Robin,24,https://xeno-canto.org/1079586/download,train
1079586,American Robin,25,https://xeno-canto.org/1079586/download,train
1068477,American Robin,0,https://xeno-canto.org/1068477/download,train
1068477,American Robin,1,https://xeno-canto.org/1068477/download,train
1068477,American Robin,2,https://xeno-canto.org/1068477/download,train
1068477,American Robin,3,https://xeno-canto.org/1068477/download,train
1068477,American Robin,4,https://xeno-canto.org/1068477/download,train
1068477,American Robin,5,https://xeno-canto.org/1068477/download,train
1068477,American Robin,6,https://xeno-canto.org/1068477/download,train
1068477,American Robin,7,https://xeno-canto.org/1068477/download,train
1068477,American Robin,8,https://xeno-canto.org/1068477/download,train
1068477,American Robin,9,https://xeno-canto.org/1068477/download,train
1068477,American Robin,10,https://xeno-canto.org/1068477/download,train
1068477,American Robin,11,https://xeno-canto.org/1068477/download,train
1068477,American Robin,12,https://xeno-canto.org/1068477/download,train
1068477,American Robin,13,https://xeno-canto.org/1068477/download,train
1068477,American Robin,14,https://xeno-canto.org/1068477/download,train
1068477,American Robin,15,https://xeno-canto.org/1068477/download,train
1068477,American Robin,16,https://xeno-canto.org/1068477/download,train
1068477,American Robin,17,https://xeno-canto.org/1068477/download,train
1068477,American Robin,18,https://xeno-canto.org/1068477/download,train
1068477,American Robin,19,https://xeno-canto.org/1068477/download,train
1068477,American Robin,20,https://xeno-canto.org/1068477/download,train
1068477,American Robin,21,https://xeno-canto.org/1068477/download,train
1068477,American Robin,22,https://xeno-canto.org/1068477/download,train
1068477,American Robin,23,https://xeno-canto.org/1068477/download,train
1068477,American Robin,24,https://xeno-canto.org/1068477/download,train
1068477,American Robin,25,https://xeno-canto.org/1068477/download,train
1068477,American Robin,26,https://xeno-canto.org/1068477/download,train
1068477,American Robin,27,https://xeno-canto.org/1068477/download,train
1068477,American Robin,28,https://xeno-canto.org/1068477/download,train
1068477,American Robin,29,https://xeno-canto.org/1068477/download,train
1047670,American Robin,0,https://xeno-canto.org/1047670/download,train
1047670,American Robin,1,https://xeno-canto.org/1047670/download,train
1047670,American Robin,2,https://xeno-canto.org/1047670/download,train
1047670,American Robin,3,https://xeno-canto.org/1047670/download,train
1047670,American Robin,4,https://xeno-canto.org/1047670/download,train
1047670,American Robin,5,https://xeno-canto.org/1047670/download,train
1047670,American Robin,6,https://xeno-canto.org/1047670/download,train
1047670,American Robin,7,https://xeno-canto.org/1047670/download,train
1047670,American Robin,8,https://xeno-canto.org/1047670/download,train
1047670,American Robin,9,https://xeno-canto.org/1047670/download,train
1047670,American Robin,10,https://xeno-canto.org/1047670/download,train
1047670,American Robin,11,https://xeno-canto.org/1047670/download,train
1047670,American Robin,12,https://xeno-canto.org/1047670/download,train
1047670,American Robin,13,https://xeno-canto.org/1047670/download,train
1047670,American Robin,14,https://xeno-canto.org/1047670/download,train
1047670,American Robin,15,https://xeno-canto.org/1047670/download,train
1047670,American Robin,16,https://xeno-canto.org/1047670/download,train
1047670,American Robin,17,https://xeno-canto.org/1047670/download,train
1047670,American Robin,18,https://xeno-canto.org/1047670/download,train
1047670,American Robin,19,https://xeno-canto.org/1047670/download,train
1047670,American Robin,20,https://xeno-canto.org/1047670/download,train
1047670,American Robin,21,https://xeno-canto.org/1047670/download,train
1047670,American Robin,22,https://xeno-canto.org/1047670/download,train
1047670,American Robin,23,https://xeno-canto.org/1047670/download,train
1047670,American Robin,24,https://xeno-canto.org/1047670/download,train
1047670,American Robin,25,https://xeno-canto.org/1047670/download,train
1047670,American Robin,26,https://xeno-canto.org/1047670/download,train
1047670,American Robin,27,https://xeno-canto.org/1047670/download,train
1047670,American Robin,28,https://xeno-canto.org/1047670/download,train
1023050,American Robin,0,https://xeno-canto.org/1023050/download,val
1023050,American Robin,1,https://xeno-canto.org/1023050/download,val
1023050,American Robin,2,https://xeno-canto.org/1023050/download,val
1023050,American Robin,3,https://xeno-canto.org/1023050/download,val
1023050,American Robin,4,https://xeno-canto.org/1023050/download,val
1023050,American Robin,5,https://xeno-canto.org/1023050/download,val
1023050,American Robin,6,https://xeno-canto.org/1023050/download,val
1023050,American Robin,7,https://xeno-canto.org/1023050/download,val
1023050,American Robin,8,https://xeno-canto.org/1023050/download,val
1023050,American Robin,9,https://xeno-canto.org/1023050/download,val
1023050,American Robin,10,https://xeno-canto.org/1023050/download,val
1023050,American Robin,11,https://xeno-canto.org/1023050/download,val
1023050,American Robin,12,https://xeno-canto.org/1023050/download,val
1023050,American Robin,13,https://xeno-canto.org/1023050/download,val
1023050,American Robin,14,https://xeno-canto.org/1023050/download,val
1023050,American Robin,15,https://xeno-canto.org/1023050/download,val
1023050,American Robin,16,https://xeno-canto.org/1023050/download,val
1023050,American Robin,17,https://xeno-canto.org/1023050/download,val
1023050,American Robin,18,https://xeno-canto.org/1023050/download,val
1023050,American Robin,19,https://xeno-canto.org/1023050/download,val
1023050,American Robin,20,https://xeno-canto.org/1023050/download,val
1023050,American Robin,21,https://xeno-canto.org/1023050/download,val
1023050,American Robin,22,https://xeno-canto.org/1023050/download,val
1023050,American Robin,23,https://xeno-canto.org/1023050/download,val
1023050,American Robin,24,https://xeno-canto.org/1023050/download,val
1023050,American Robin,25,https://xeno-canto.org/1023050/download,val
1023050,American Robin,26,https://xeno-canto.org/1023050/download,val
1023050,American Robin,27,https://xeno-canto.org/1023050/download,val
1023050,American Robin,28,https://xeno-canto.org/1023050/download,val
1023050,American Robin,29,https://xeno-canto.org/1023050/download,val
1010651,American Robin,0,https://xeno-canto.org/1010651/download,train
1010651,American Robin,1,https://xeno-canto.org/1010651/download,train
1010651,American Robin,2,https://xeno-canto.org/1010651/download,train
1010651,American Robin,3,https://xeno-canto.org/1010651/download,train
1010651,American Robin,4,https://xeno-canto.org/1010651/download,train
1010651,American Robin,5,https://xeno-canto.org/1010651/download,train
1010651,American Robin,6,https://xeno-canto.org/1010651/download,train
1010651,American Robin,7,https://xeno-canto.org/1010651/download,train
1010651,American Robin,8,https://xeno-canto.org/1010651/download,train
1010651,American Robin,9,https://xeno-canto.org/1010651/download,train
1010651,American Robin,10,https://xeno-canto.org/1010651/download,train
1010651,American Robin,11,https://xeno-canto.org/1010651/download,train
1010651,American Robin,12,https://xeno-canto.org/1010651/download,train
1010651,American Robin,13,https://xeno-canto.org/1010651/download,train
1010651,American Robin,14,https://xeno-canto.org/1010651/download,train
1010651,American Robin,15,https://xeno-canto.org/1010651/download,train
1010651,American Robin,16,https://xeno-canto.org/1010651/download,train
1010651,American Robin,17,https://xeno-canto.org/1010651/download,train
1010651,American Robin,18,https://xeno-canto.org/1010651/download,train
1010651,American Robin,19,https://xeno-canto.org/1010651/download,train
1010651,American Robin,20,https://xeno-canto.org/1010651/download,train
1005778,American Robin,0,https://xeno-canto.org/1005778/download,train
1005778,American Robin,1,https://xeno-canto.org/1005778/download,train
1005778,American Robin,2,https://xeno-canto.org/1005778/download,train
1005778,American Robin,3,https://xeno-canto.org/1005778/download,train
1005778,American Robin,4,https://xeno-canto.org/1005778/download,train
1005778,American Robin,5,https://xeno-canto.org/1005778/download,train
1005778,American Robin,6,https://xeno-canto.org/1005778/download,train
1005778,American Robin,7,https://xeno-canto.org/1005778/download,train
1005778,American Robin,8,https://xeno-canto.org/1005778/download,train
1005778,American Robin,9,https://xeno-canto.org/1005778/download,train
1005778,American Robin,10,https://xeno-canto.org/1005778/download,train
1005778,American Robin,11,https://xeno-canto.org/1005778/download,train
1005778,American Robin,12,https://xeno-canto.org/1005778/download,train
1005778,American Robin,13,https://xeno-canto.org/1005778/download,train
1005778,American Robin,14,https://xeno-canto.org/1005778/download,train
1005778,American Robin,15,https://xeno-canto.org/1005778/download,train
1005778,American Robin,16,https://xeno-canto.org/1005778/download,train
1005778,American Robin,17,https://xeno-canto.org/1005778/download,train
1005778,American Robin,18,https://xeno-canto.org/1005778/download,train
1005778,American Robin,19,https://xeno-canto.org/1005778/download,train
1005778,American Robin,20,https://xeno-canto.org/1005778/download,train
1005778,American Robin,21,https://xeno-canto.org/1005778/download,train
1005778,American Robin,22,https://xeno-canto.org/1005778/download,train
1005778,American Robin,23,https://xeno-canto.org/1005778/download,train
1005778,American Robin,24,https://xeno-canto.org/1005778/download,train
1005778,American Robin,25,https://xeno-canto.org/1005778/download,train
1005778,American Robin,26,https://xeno-canto.org/1005778/download,train
1005778,American Robin,27,https://xeno-canto.org/1005778/download,train
1005778,American Robin,28,https://xeno-canto.org/1005778/download,train
1005778,American Robin,29,https://xeno-canto.org/1005778/download,train
999808,American Robin,0,https://xeno-canto.org/999808/download,train
999808,American Robin,1,https://xeno-canto.org/999808/download,train
999808,American Robin,2,https://xeno-canto.org/999808/download,train
999808,American Robin,3,https://xeno-canto.org/999808/download,train
999808,American Robin,4,https://xeno-canto.org/999808/download,train
999808,American Robin,5,https://xeno-canto.org/999808/download,train
999643,American Robin,0,https://xeno-canto.org/999643/download,train
999643,American Robin,1,https://xeno-canto.org/999643/download,train
999643,American Robin,2,https://xeno-canto.org/999643/download,train
999643,American Robin,3,https://xeno-canto.org/999643/download,train
999643,American Robin,4,https://xeno-canto.org/999643/download,train
999643,American Robin,5,https://xeno-canto.org/999643/download,train
999643,American Robin,6,https://xeno-canto.org/999643/download,train
999643,American Robin,7,https://xeno-canto.org/999643/download,train
999643,American Robin,8,https://xeno-canto.org/999643/download,train
999643,American Robin,9,https://xeno-canto.org/999643/download,train
999643,American Robin,10,https://xeno-canto.org/999643/download,train
999643,American Robin,11,https://xeno-canto.org/999643/download,train
999643,American Robin,12,https://xeno-canto.org/999643/download,train
999643,American Robin,13,https://xeno-canto.org/999643/download,train
999643,American Robin,14,https://xeno-canto.org/999643/download,train
999643,American Robin,15,https://xeno-canto.org/999643/download,train
999643,American Robin,16,https://xeno-canto.org/999643/download,train
999643,American Robin,17,https://xeno-canto.org/999643/download,train
999643,American Robin,18,https://xeno-canto.org/999643/download,train
999643,American Robin,19,https://xeno-canto.org/999643/download,train
999643,American Robin,20,https://xeno-canto.org/999643/download,train
999643,American Robin,21,https://xeno-canto.org/999643/download,train
999643,American Robin,22,https://xeno-canto.org/999643/download,train
999643,American Robin,23,https://xeno-canto.org/999643/download,train
999643,American Robin,24,https://xeno-canto.org/999643/download,train
999643,American Robin,25,https://xeno-canto.org/999643/download,train
999643,American Robin,26,https://xeno-canto.org/999643/download,train
999643,American Robin,27,https://xeno-canto.org/999643/download,train
999643,American Robin,28,https://xeno-canto.org/999643/download,train
999643,American Robin,29,https://xeno-canto.org/999643/download,train
999642,American Robin,0,https://xeno-canto.org/999642/download,train
999642,American Robin,1,https://xeno-canto.org/999642/download,train
999642,American Robin,2,https://xeno-canto.org/999642/download,train
999642,American Robin,3,https://xeno-canto.org/999642/download,train
999642,American Robin,4,https://xeno-canto.org/999642/download,train
999642,American Robin,5,https://xeno-canto.org/999642/download,train
999642,American Robin,6,https://xeno-canto.org/999642/download,train
999642,American Robin,7,https://xeno-canto.org/999642/download,train
999642,American Robin,8,https://xeno-canto.org/999642/download,train
999642,American Robin,9,https://xeno-canto.org/999642/download,train
999642,American Robin,10,https://xeno-canto.org/999642/download,train
999642,American Robin,11,https://xeno-canto.org/999642/download,train
999642,American Robin,12,https://xeno-canto.org/999642/download,train
999642,American Robin,13,https://xeno-canto.org/999642/download,train
999642,American Robin,14,https://xeno-canto.org/999642/download,train
999642,American Robin,15,https://xeno-canto.org/999642/download,train
999642,American Robin,16,https://xeno-canto.org/999642/download,train
999642,American Robin,17,https://xeno-canto.org/999642/download,train
999642,American Robin,18,https://xeno-canto.org/999642/download,train
999642,American Robin,19,https://xeno-canto.org/999642/download,train
999642,American Robin,20,https://xeno-canto.org/999642/download,train
999642,American Robin,21,https://xeno-canto.org/999642/download,train
999642,American Robin,22,https://xeno-canto.org/999642/download,train
999642,American Robin,23,https://xeno-canto.org/999642/download,train
999642,American Robin,24,https://xeno-canto.org/999642/download,train
999642,American Robin,25,https://xeno-canto.org/999642/download,train
959619,American Robin,0,https://xeno-canto.org/959619/download,train
959619,American Robin,1,https://xeno-canto.org/959619/download,train
959619,American Robin,2,https://xeno-canto.org/959619/download,train
959619,American Robin,3,https://xeno-canto.org/959619/download,train
959619,American Robin,4,https://xeno-canto.org/959619/download,train
959619,American Robin,5,https://xeno-canto.org/959619/download,train
959619,American Robin,6,https://xeno-canto.org/959619/download,train
959619,American Robin,7,https://xeno-canto.org/959619/download,train
959619,American Robin,8,https://xeno-canto.org/959619/download,train
959619,American Robin,9,https://xeno-canto.org/959619/download,train
959619,American Robin,10,https://xeno-canto.org/959619/download,train
959619,American Robin,11,https://xeno-canto.org/959619/download,train
959619,American Robin,12,https://xeno-canto.org/959619/download,train
959619,American Robin,13,https://xeno-canto.org/959619/download,train
959619,American Robin,14,https://xeno-canto.org/959619/download,train
959619,American Robin,15,https://xeno-canto.org/959619/download,train
959619,American Robin,16,https://xeno-canto.org/959619/download,train
959619,American Robin,17,https://xeno-canto.org/959619/download,train
959619,American Robin,18,https://xeno-canto.org/959619/download,train
959619,American Robin,19,https://xeno-canto.org/959619/download,train
959619,American Robin,20,https://xeno-canto.org/959619/download,train
959619,American Robin,21,https://xeno-canto.org/959619/download,train
959619,American Robin,22,https://xeno-canto.org/959619/download,train
959619,American Robin,23,https://xeno-canto.org/959619/download,train
959619,American Robin,24,https://xeno-canto.org/959619/download,train
959619,American Robin,25,https://xeno-canto.org/959619/download,train
959619,American Robin,26,https://xeno-canto.org/959619/download,train
959619,American Robin,27,https://xeno-canto.org/959619/download,train
959619,American Robin,28,https://xeno-canto.org/959619/download,train
959619,American Robin,29,https://xeno-canto.org/959619/download,train
954703,American Robin,0,https://xeno-canto.org/954703/download,val
954703,American Robin,1,https://xeno-canto.org/954703/download,val
954703,American Robin,2,https://xeno-canto.org/954703/download,val
954703,American Robin,3,https://xeno-canto.org/954703/download,val
954703,American Robin,4,https://xeno-canto.org/954703/download,val
954703,American Robin,5,https://xeno-canto.org/954703/download,val
954703,American Robin,6,https://xeno-canto.org/954703/download,val
954703,American Robin,7,https://xeno-canto.org/954703/download,val
954703,American Robin,8,https://xeno-canto.org/954703/download,val
954703,American Robin,9,https://xeno-canto.org/954703/download,val
954703,American Robin,10,https://xeno-canto.org/954703/download,val
954703,American Robin,11,https://xeno-canto.org/954703/download,val
954703,American Robin,12,https://xeno-canto.org/954703/download,val
954703,American Robin,13,https://xeno-canto.org/954703/download,val
954703,American Robin,14,https://xeno-canto.org/954703/download,val
954703,American Robin,15,https://xeno-canto.org/954703/download,val
954703,American Robin,16,https://xeno-canto.org/954703/download,val
954703,American Robin,17,https://xeno-canto.org/954703/download,val
954703,American Robin,18,https://xeno-canto.org/954703/download,val
954703,American Robin,19,https://xeno-canto.org/954703/download,val
954703,American Robin,20,https://xeno-canto.org/954703/download,val
954703,American Robin,21,https://xeno-canto.org/954703/download,val
954703,American Robin,22,https://xeno-canto.org/954703/download,val
954703,American Robin,23,https://xeno-canto.org/954703/download,val
954703,American Robin,24,https://xeno-canto.org/954703/download,val
954703,American Robin,25,https://xeno-canto.org/954703/download,val
954703,American Robin,26,https://xeno-canto.org/954703/download,val
954703,American Robin,27,https://xeno-canto.org/954703/download,val
954703,American Robin,28,https://xeno-canto.org/954703/download,val
954703,American Robin,29,https://xeno-canto.org/954703/download,val
938991,American Robin,0,https://xeno-canto.org/938991/download,test
938991,American Robin,1,https://xeno-canto.org/938991/download,test
938991,American Robin,2,https://xeno-canto.org/938991/download,test
938991,American Robin,3,https://xeno-canto.org/938991/download,test
938991,American Robin,4,https://xeno-canto.org/938991/download,test
938991,American Robin,5,https://xeno-canto.org/938991/download,test
938991,American Robin,6,https://xeno-canto.org/938991/download,test
938991,American Robin,7,https://xeno-canto.org/938991/download,test
938991,American Robin,8,https://xeno-canto.org/938991/download,test
938991,American Robin,9,https://xeno-canto.org/938991/download,test
938991,American Robin,10,https://xeno-canto.org/938991/download,test
938991,American Robin,11,https://xeno-canto.org/938991/download,test
938991,American Robin,12,https://xeno-canto.org/938991/download,test
938991,American Robin,13,https://xeno-canto.org/938991/download,test
938991,American Robin,14,https://xeno-canto.org/938991/download,test
938991,American Robin,15,https://xeno-canto.org/938991/download,test
938991,American Robin,16,https://xeno-canto.org/938991/download,test
938991,American Robin,17,https://xeno-canto.org/938991/download,test
938991,American Robin,18,https://xeno-canto.org/938991/download,test
938991,American Robin,19,https://xeno-canto.org/938991/download,test
938991,American Robin,20,https://xeno-canto.org/938991/download,test
938991,American Robin,21,https://xeno-canto.org/938991/download,test
938991,American Robin,22,https://xeno-canto.org/938991/download,test
914376,American Robin,0,https://xeno-canto.org/914376/download,val
