recording_id,species,file_url,duration_s,quality,country
574171,American Robin,https://xeno-canto.org/574171/download,71.0,A,United States
573924,American Robin,https://xeno-canto.org/573924/download,16.0,A,United States
572715,American Robin,https://xeno-canto.org/572715/download,12.0,A,United States
572223,American Robin,https://xeno-canto.org/572223/download,21.0,A,United States
572222,American Robin,https://xeno-canto.org/572222/download,30.0,A,United States
572221,American Robin,https://xeno-canto.org/572221/download,26.0,A,United States
571269,American Robin,https://xeno-canto.org/571269/download,24.0,A,United States
570791,American Robin,https://xeno-canto.org/570791/download,43.0,A,Canada
569292,American Robin,https://xeno-canto.org/569292/download,58.0,A,United States
567329,American Robin,https://xeno-canto.org/567329/download,26.0,A,United States
567242,American Robin,https://xeno-canto.org/567242/download,43.0,A,United States
564547,American Robin,https://xeno-canto.org/564547/download,28.0,A,United States
564545,American Robin,https://xeno-canto.org/564545/download,31.0,A,United States
564544,American Robin,https://xeno-canto.org/564544/download,60.0,A,United States
564324,American Robin,https://xeno-canto.org/564324/download,60.0,A,United States
564320,American Robin,https://xeno-canto.org/564320/download,14.0,A,United States
564319,American Robin,https://xeno-canto.org/564319/download,57.0,A,United States
563612,American Robin,https://xeno-canto.org/563612/download,60.0,A,United States
563413,American Robin,https://xeno-canto.org/563413/download,32.0,A,United States
563200,American Robin,https://xeno-canto.org/563200/download,12.0,A,United States
563197,American Robin,https://xeno-canto.org/563197/download,60.0,A,United States
562449,American Robin,https://xeno-canto.org/562449/download,47.0,A,United States
562221,American Robin,https://xeno-canto.org/562221/download,34.0,A,United States
559314,American Robin,https://xeno-canto.org/559314/download,42.0,A,United States
550893,American Robin,https://xeno-canto.org/550893/download,10.0,A,United States
550889,American Robin,https://xeno-canto.org/550889/download,14.0,A,United States
545688,American Robin,https://xeno-canto.org/545688/download,15.0,A,United States
543354,American Robin,https://xeno-canto.org/543354/download,64.0,A,United States
542730,American Robin,https://xeno-canto.org/542730/download,26.0,A,United States
539769,American Robin,https://xeno-canto.org/539769/download,21.0,A,United States
537326,American Robin,https://xeno-canto.org/537326/download,58.0,A,United States
530120,American Robin,https://xeno-canto.org/530120/download,52.0,A,United States
522325,American Robin,https://xeno-canto.org/522325/download,79.0,A,United States
502031,American Robin,https://xeno-canto.org/502031/download,10.0,A,United States
500148,American Robin,https://xeno-canto.org/500148/download,38.0,A,United States
496849,American Robin,https://xeno-canto.org/496849/download,83.0,A,United States
483875,American Robin,https://xeno-canto.org/483875/download,28.0,A,United States
483628,American Robin,https://xeno-canto.org/483628/download,35.0,A,United States
483578,American Robin,https://xeno-canto.org/483578/download,38.0,A,United States
480926,American Robin,https://xeno-canto.org/480926/download,29.0,A,United States
480678,American Robin,https://xeno-canto.org/480678/download,90.0,A,United States
479482,American Robin,https://xeno-canto.org/479482/download,96.0,A,United States
476496,American Robin,https://xeno-canto.org/476496/download,40.0,A,Canada
476494,American Robin,https://xeno-canto.org/476494/download,24.0,A,Canada
472299,American Robin,https://xeno-canto.org/472299/download,23.0,A,United States
468991,American Robin,https://xeno-canto.org/468991/download,63.0,A,United States
468243,American Robin,https://xeno-canto.org/468243/download,21.0,A,United States
467907,American Robin,https://xeno-canto.org/467907/download,10.0,A,United States
466048,American Robin,https://xeno-canto.org/466048/download,40.0,A,United States
465001,American Robin,https://xeno-canto.org/465001/download,56.0,A,Canada
464999,American Robin,https://xeno-canto.org/464999/download,97.0,A,Canada
464997,American Robin,https://xeno-canto.org/464997/download,119.0,A,Canada
464766,American Robin,https://xeno-canto.org/464766/download,41.0,A,United States
464670,American Robin,https://xeno-canto.org/464670/download,19.0,A,United States
459052,American Robin,https://xeno-canto.org/459052/download,51.0,A,Mexico
457206,American Robin,https://xeno-canto.org/457206/download,76.0,A,Mexico
456750,American Robin,https://xeno-canto.org/456750/download,81.0,A,Mexico
452609,American Robin,https://xeno-canto.org/452609/download,26.0,A,United States
451211,American Robin,https://xeno-canto.org/451211/download,36.0,A,United States
448273,American Robin,https://xeno-canto.org/448273/download,62.0,A,Mexico
446460,American Robin,https://xeno-canto.org/446460/download,28.0,A,United States
446457,American Robin,https://xeno-canto.org/446457/download,83.0,A,United States
424786,American Robin,https://xeno-canto.org/424786/download,45.0,A,Canada
422421,American Robin,https://xeno-canto.org/422421/download,35.0,A,United States
420837,American Robin,https://xeno-canto.org/420837/download,42.0,A,United States
420475,American Robin,https://xeno-canto.org/420475/download,71.0,A,United States
418153,American Robin,https://xeno-canto.org/418153/download,25.0,A,Canada
416323,American Robin,https://xeno-canto.org/416323/download,38.0,A,Canada
416294,American Robin,https://xeno-canto.org/416294/download,62.0,A,United States
409609,American Robin,https://xeno-canto.org/409609/download,63.0,A,United States
408817,American Robin,https://xeno-canto.org/408817/download,114.0,A,United States
408325,American Robin,https://xeno-canto.org/408325/download,20.0,A,United States
407819,American Robin,https://xeno-canto.org/407819/download,31.0,A,United States
398608,American Robin,https://xeno-canto.org/398608/download,50.0,A,Mexico
396272,American Robin,https://xeno-canto.org/396272/download,12.0,A,United States
394835,American Robin,https://xeno-canto.org/394835/download,41.0,A,United States
389079,American Robin,https://xeno-canto.org/389079/download,14.0,A,United States
385843,American Robin,https://xeno-canto.org/385843/download,13.0,A,United States
384027,American Robin,https://xeno-canto.org/384027/download,34.0,A,United States
383961,American Robin,https://xeno-canto.org/383961/download,40.0,A,United States
382342,American Robin,https://xeno-canto.org/382342/download,33.0,A,United States
378442,American Robin,https://xeno-canto.org/378442/download,83.0,A,United States
375274,American Robin,https://xeno-canto.org/375274/download,64.0,A,United States
375006,American Robin,https://xeno-canto.org/375006/download,41.0,A,United States
368615,American Robin,https://xeno-canto.org/368615/download,43.0,A,United States
368614,American Robin,https://xeno-canto.org/368614/download,72.0,A,United States
367008,American Robin,https://xeno-canto.org/367008/download,50.0,A,United States
366599,American Robin,https://xeno-canto.org/366599/download,23.0,A,United States
364638,American Robin,https://xeno-canto.org/364638/download,13.0,A,United States
361931,American Robin,https://xeno-canto.org/361931/download,21.0,A,United States
351863,American Robin,https://xeno-canto.org/351863/download,95.0,A,United States
338199,American Robin,https://xeno-canto.org/338199/download,62.0,A,United States
325132,American Robin,https://xeno-canto.org/325132/download,44.0,A,United States
324394,American Robin,https://xeno-canto.org/324394/download,36.0,A,Canada
323307,American Robin,https://xeno-canto.org/323307/download,16.0,A,United States
323246,American Robin,https://xeno-canto.org/323246/download,38.0,A,United States
323031,American Robin,https://xeno-canto.org/323031/download,43.0,A,United States
322973,American Robin,https://xeno-canto.org/322973/download,16.0,A,United States
322887,American Robin,https://xeno-canto.org/322887/download,30.0,A,United States
322884,American Robin,https://xeno-canto.org/322884/download,43.0,A,United States
322822,American Robin,https://xeno-canto.org/322822/download,52.0,A,United States
322821,American Robin,https://xeno-canto.org/322821/download,65.0,A,United States
322790,American Robin,https://xeno-canto.org/322790/download,16.0,A,United States
322734,American Robin,https://xeno-canto.org/322734/download,52.0,A,United States
322295,American Robin,https://xeno-canto.org/322295/download,66.0,A,United States
320906,American Robin,https://xeno-canto.org/320906/download,20.0,A,United States
320724,American Robin,https://xeno-canto.org/320724/download,42.0,A,United States
320503,American Robin,https://xeno-canto.org/320503/download,14.0,A,United States
320472,American Robin,https://xeno-canto.org/320472/download,23.0,A,United States
320027,American Robin,https://xeno-canto.org/320027/download,71.0,A,United States
319833,American Robin,https://xeno-canto.org/319833/download,39.0,A,United States
313434,American Robin,https://xeno-canto.org/313434/download,33.0,A,United States
313352,American Robin,https://xeno-canto.org/313352/download,36.0,A,United States
313351,American Robin,https://xeno-canto.org/313351/download,50.0,A,United States
310256,American Robin,https://xeno-canto.org/310256/download,33.0,A,United States
309928,American Robin,https://xeno-canto.org/309928/download,75.0,A,United States
309636,American Robin,https://xeno-canto.org/309636/download,27.0,A,United States
309318,American Robin,https://xeno-canto.org/309318/download,110.0,A,United States
307484,American Robin,https://xeno-canto.org/307484/download,54.0,A,United States
302644,American Robin,https://xeno-canto.org/302644/download,29.0,A,Canada
298778,American Robin,https://xeno-canto.org/298778/download,34.0,A,Canada
297831,American Robin,https://xeno-canto.org/297831/download,91.0,A,Mexico
269082,American Robin,https://xeno-canto.org/269082/download,100.0,A,United States
264344,American Robin,https://xeno-canto.org/264344/download,43.0,A,United States
254484,American Robin,https://xeno-canto.org/254484/download,34.0,A,United States
254483,American Robin,https://xeno-canto.org/254483/download,39.0,A,United States
228297,American Robin,https://xeno-canto.org/228297/download,53.0,A,Mexico
227963,American Robin,https://xeno-canto.org/227963/download,26.0,A,Mexico
205803,American Robin,https://xeno-canto.org/205803/download,97.0,A,United States
194079,American Robin,https://xeno-canto.org/194079/download,20.0,A,Canada
193770,American Robin,https://xeno-canto.org/193770/download,73.0,A,Canada
192514,American Robin,https://xeno-canto.org/192514/download,87.0,A,Canada
190473,American Robin,https://xeno-canto.org/190473/download,114.0,A,United States
190441,American Robin,https://xeno-canto.org/190441/download,90.0,A,United States
189808,American Robin,https://xeno-canto.org/189808/download,58.0,A,Canada
189058,American Robin,https://xeno-canto.org/189058/download,47.0,A,Canada
178008,American Robin,https://xeno-canto.org/178008/download,41.0,A,United States
177384,American Robin,https://xeno-canto.org/177384/download,49.0,A,United States
172423,American Robin,https://xeno-canto.org/172423/download,52.0,A,United States
172405,American Robin,https://xeno-canto.org/172405/download,62.0,A,United States
171727,American Robin,https://xeno-canto.org/171727/download,21.0,A,United States
165303,American Robin,https://xeno-canto.org/165303/download,105.0,A,United States
165295,American Robin,https://xeno-canto.org/165295/download,75.0,A,United States
165294,American Robin,https://xeno-canto.org/165294/download,103.0,A,United States
165292,American Robin,https://xeno-canto.org/165292/download,68.0,A,United States
165291,American Robin,https://xeno-canto.org/165291/download,81.0,A,United States
165285,American Robin,https://xeno-canto.org/165285/download,66.0,A,United States
165284,American Robin,https://xeno-canto.org/165284/download,100.0,A,United States
165280,American Robin,https://xeno-canto.org/165280/download,13.0,A,United States
164729,American Robin,https://xeno-canto.org/164729/download,42.0,A,United States
160805,American Robin,https://xeno-canto.org/160805/download,43.0,A,Canada
160308,American Robin,https://xeno-canto.org/160308/download,35.0,A,Canada
159905,American Robin,https://xeno-canto.org/159905/download,60.0,A,Canada
158993,American Robin,https://xeno-canto.org/158993/download,56.0,A,Canada
158980,American Robin,https://xeno-canto.org/158980/download,51.0,A,Canada
146297,American Robin,https://xeno-canto.org/146297/download,54.0,A,United States
139086,American Robin,https://xeno-canto.org/139086/download,20.0,A,United States
129798,American Robin,https://xeno-canto.org/129798/download,72.0,A,United States
103060,American Robin,https://xeno-canto.org/103060/download,70.0,A,United States
103059,American Robin,https://xeno-canto.org/103059/download,87.0,A,United States
97957,American Robin,https://xeno-canto.org/97957/download,45.0,A,United States
81923,American Robin,https://xeno-canto.org/81923/download,47.0,A,United States
78015,American Robin,https://xeno-canto.org/78015/download,53.0,A,United States
75743,American Robin,https://xeno-canto.org/75743/download,60.0,A,United States
75498,American Robin,https://xeno-canto.org/75498/download,22.0,A,United States
72964,American Robin,https://xeno-canto.org/72964/download,32.0,A,United States
72129,American Robin,https://xeno-canto.org/72129/download,16.0,A,Mexico
70119,American Robin,https://xeno-canto.org/70119/download,103.0,A,United States
35898,American Robin,https://xeno-canto.org/35898/download,24.0,A,United States
35891,American Robin,https://xeno-canto.org/35891/download,13.0,A,United States
34766,American Robin,https://xeno-canto.org/34766/download,59.0,A,United States
32571,American Robin,https://xeno-canto.org/32571/download,15.0,A,Mexico
14442,American Robin,https://xeno-canto.org/14442/download,68.0,A,United States
14080,American Robin,https://xeno-canto.org/14080/download,65.0,A,United States
14079,American Robin,https://xeno-canto.org/14079/download,12.0,A,United States
13650,American Robin,https://xeno-canto.org/13650/download,70.0,A,Canada
13649,American Robin,https://xeno-canto.org/13649/download,49.0,A,Canada
13602,American Robin,https://xeno-canto.org/13602/download,64.0,A,United States
1139580,American Robin,https://xeno-canto.org/1139580/download,29.0,B,United States
1138981,American Robin,https://xeno-canto.org/1138981/download,51.0,B,United States
1137910,American Robin,https://xeno-canto.org/1137910/download,76.0,B,United States
1137909,American Robin,https://xeno-canto.org/1137909/download,41.0,B,United States
1137363,American Robin,https://xeno-canto.org/1137363/download,25.0,B,United States
1106720,American Robin,https://xeno-canto.org/1106720/download,44.0,B,United States
1106719,American Robin,https://xeno-canto.org/1106719/download,33.0,B,United States
1105212,American Robin,https://xeno-canto.org/1105212/download,53.0,B,United States
1103534,American Robin,https://xeno-canto.org/1103534/download,70.0,B,United States
1102425,American Robin,https://xeno-canto.org/1102425/download,38.0,B,United States
1102424,American Robin,https://xeno-canto.org/1102424/download,29.0,B,United States
1102119,American Robin,https://xeno-canto.org/1102119/download,50.0,B,United States
1102118,American Robin,https://xeno-canto.org/1102118/download,19.0,B,United States
1100452,American Robin,https://xeno-canto.org/1100452/download,92.0,B,Canada
1094321,American Robin,https://xeno-canto.org/1094321/download,100.0,B,United States
1091002,American Robin,https://xeno-canto.org/1091002/download,63.0,B,United States
1090420,American Robin,https://xeno-canto.org/1090420/download,47.0,B,United States
1090419,American Robin,https://xeno-canto.org/1090419/download,49.0,B,United States
1090307,American Robin,https://xeno-canto.org/1090307/download,31.0,B,United States
1090305,American Robin,https://xeno-canto.org/1090305/download,48.0,B,United States
1090303,American Robin,https://xeno-canto.org/1090303/download,69.0,B,United States
1090302,American Robin,https://xeno-canto.org/1090302/download,85.0,B,United States
1087009,American Robin,https://xeno-canto.org/1087009/download,13.0,B,Mexico
1087008,American Robin,https://xeno-canto.org/1087008/download,12.0,B,Mexico
1083373,American Robin,https://xeno-canto.org/1083373/download,68.0,B,United States
1080245,American Robin,https://xeno-canto.org/1080245/download,71.0,B,United States
1078909,American Robin,https://xeno-canto.org/1078909/download,111.0,B,Canada
1062976,American Robin,https://xeno-canto.org/1062976/download,93.0,B,Canada
1062975,American Robin,https://xeno-canto.org/1062975/download,96.0,B,Canada
1060361,American Robin,https://xeno-canto.org/1060361/download,45.0,B,United States
1060359,American Robin,https://xeno-canto.org/1060359/download,15.0,B,United States
1039937,American Robin,https://xeno-canto.org/1039937/download,30.0,B,United States
1023057,American Robin,https://xeno-canto.org/1023057/download,11.0,B,Canada
1023055,American Robin,https://xeno-canto.org/1023055/download,18.0,B,Canada
1021108,American Robin,https://xeno-canto.org/1021108/download,25.0,B,Canada
1021104,American Robin,https://xeno-canto.org/1021104/download,19.0,B,Canada
1021101,American Robin,https://xeno-canto.org/1021101/download,31.0,B,Canada
1021100,American Robin,https://xeno-canto.org/1021100/download,51.0,B,Canada
1021099,American Robin,https://xeno-canto.org/1021099/download,19.0,B,Canada
1021098,American Robin,https://xeno-canto.org/1021098/download,19.0,B,Canada
1021096,American Robin,https://xeno-canto.org/1021096/download,18.0,B,Canada
1021093,American Robin,https://xeno-canto.org/1021093/download,49.0,B,Canada
1021092,American Robin,https://xeno-canto.org/1021092/download,40.0,B,Canada
1014360,American Robin,https://xeno-canto.org/1014360/download,17.0,B,Canada
1012676,American Robin,https://xeno-canto.org/1012676/download,49.0,B,Canada
1012286,American Robin,https://xeno-canto.org/1012286/download,46.0,B,United States
1011829,American Robin,https://xeno-canto.org/1011829/download,62.0,B,United States
992496,American Robin,https://xeno-canto.org/992496/download,18.0,B,United States
960784,American Robin,https://xeno-canto.org/960784/download,30.0,B,Canada
959629,American Robin,https://xeno-canto.org/959629/download,110.0,B,Canada
959627,American Robin,https://xeno-canto.org/959627/download,113.0,B,Canada
942384,American Robin,https://xeno-canto.org/942384/download,67.0,B,United States
940232,American Robin,https://xeno-canto.org/940232/download,37.0,B,United States
923254,American Robin,https://xeno-canto.org/923254/download,70.0,B,United States
900073,American Robin,https://xeno-canto.org/900073/download,92.0,B,Canada
899915,American Robin,https://xeno-canto.org/899915/download,112.0,B,United States
896093,American Robin,https://xeno-canto.org/896093/download,21.0,B,United States
894430,American Robin,https://xeno-canto.org/894430/download,97.0,B,United States
884702,American Robin,https://xeno-canto.org/884702/download,31.0,B,United States
880472,American Robin,https://xeno-canto.org/880472/download,21.0,B,United States
853585,American Robin,https://xeno-canto.org/853585/download,42.0,B,United States
839336,American Robin,https://xeno-canto.org/839336/download,30.0,B,Canada
835988,American Robin,https://xeno-canto.org/835988/download,17.0,B,United States
825258,American Robin,https://xeno-canto.org/825258/download,42.0,B,United States
825257,American Robin,https://xeno-canto.org/825257/download,75.0,B,United States
821699,American Robin,https://xeno-canto.org/821699/download,76.0,B,United States
818816,American Robin,https://xeno-canto.org/818816/download,58.0,B,United States
807538,American Robin,https://xeno-canto.org/807538/download,18.0,B,United States
805062,American Robin,https://xeno-canto.org/805062/download,18.0,B,United States
803608,American Robin,https://xeno-canto.org/803608/download,42.0,B,United States
803125,American Robin,https://xeno-canto.org/803125/download,26.0,B,United States
797694,American Robin,https://xeno-canto.org/797694/download,17.0,B,Canada
791176,American Robin,https://xeno-canto.org/791176/download,25.0,B,United States
782270,American Robin,https://xeno-canto.org/782270/download,96.0,B,United States
778884,American Robin,https://xeno-canto.org/778884/download,46.0,B,Mexico
778042,American Robin,https://xeno-canto.org/778042/download,116.0,B,Canada
774163,American Robin,https://xeno-canto.org/774163/download,74.0,B,United States
774159,American Robin,https://xeno-canto.org/774159/download,96.0,B,United States
774157,American Robin,https://xeno-canto.org/774157/download,67.0,B,United States
771918,American Robin,https://xeno-canto.org/771918/download,80.0,B,United States
757266,American Robin,https://xeno-canto.org/757266/download,62.0,B,United States
738573,American Robin,https://xeno-canto.org/738573/download,14.0,B,United States
736015,American Robin,https://xeno-canto.org/736015/download,55.0,B,Canada
729533,American Robin,https://xeno-canto.org/729533/download,14.0,B,Canada
729486,American Robin,https://xeno-canto.org/729486/download,49.0,B,Mexico
729485,American Robin,https://xeno-canto.org/729485/download,55.0,B,Mexico
725639,American Robin,https://xeno-canto.org/725639/download,70.0,B,Canada
717094,American Robin,https://xeno-canto.org/717094/download,77.0,B,United States
716216,American Robin,https://xeno-canto.org/716216/download,13.0,B,United States
707451,American Robin,https://xeno-canto.org/707451/download,17.0,B,United States
686191,American Robin,https://xeno-canto.org/686191/download,55.0,B,United States
666021,American Robin,https://xeno-canto.org/666021/download,10.0,B,United States
663101,American Robin,https://xeno-canto.org/663101/download,89.0,B,United States
663100,American Robin,https://xeno-canto.org/663100/download,99.0,B,United States
656184,American Robin,https://xeno-canto.org/656184/download,43.0,B,Mexico
651630,American Robin,https://xeno-canto.org/651630/download,23.0,B,United States
646526,American Robin,https://xeno-canto.org/646526/download,65.0,B,United States
642934,American Robin,https://xeno-canto.org/642934/download,101.0,B,United States
639162,American Robin,https://xeno-canto.org/639162/download,61.0,B,United States
638326,American Robin,https://xeno-canto.org/638326/download,83.0,B,United States
636411,American Robin,https://xeno-canto.org/636411/download,82.0,B,Canada
628190,American Robin,https://xeno-canto.org/628190/download,24.0,B,United States
624424,American Robin,https://xeno-canto.org/624424/download,12.0,B,United States
624423,American Robin,https://xeno-canto.org/624423/download,14.0,B,United States
624422,American Robin,https://xeno-canto.org/624422/download,20.0,B,United States
610882,American Robin,https://xeno-canto.org/610882/download,74.0,B,United States
600289,American Robin,https://xeno-canto.org/600289/download,70.0,B,United States
598600,American Robin,https://xeno-canto.org/598600/download,49.0,B,Mexico
597991,American Robin,https://xeno-canto.org/597991/download,45.0,B,Canada
593812,American Robin,https://xeno-canto.org/593812/download,23.0,B,United States
574490,American Robin,https://xeno-canto.org/574490/download,72.0,B,United States
574480,American Robin,https://xeno-canto.org/574480/download,108.0,B,United States
574468,American Robin,https://xeno-canto.org/574468/download,78.0,B,United States
573240,American Robin,https://xeno-canto.org/573240/download,57.0,B,United States
573158,American Robin,https://xeno-canto.org/573158/download,16.0,B,United States
568591,American Robin,https://xeno-canto.org/568591/download,30.0,B,United States
568588,American Robin,https://xeno-canto.org/568588/download,40.0,B,United States
559549,American Robin,https://xeno-canto.org/559549/download,16.0,B,United States
558332,American Robin,https://xeno-canto.org/558332/download,54.0,B,Canada
550355,American Robin,https://xeno-canto.org/550355/download,22.0,B,Canada
542152,American Robin,https://xeno-canto.org/542152/download,32.0,B,United States
538603,American Robin,https://xeno-canto.org/538603/download,25.0,B,United States
537999,American Robin,https://xeno-canto.org/537999/download,39.0,B,Canada
537163,American Robin,https://xeno-canto.org/537163/download,71.0,B,United States
524659,American Robin,https://xeno-canto.org/524659/download,21.0,B,United States
524254,American Robin,https://xeno-canto.org/524254/download,20.0,B,United States
517735,American Robin,https://xeno-canto.org/517735/download,43.0,B,United States
512248,American Robin,https://xeno-canto.org/512248/download,100.0,B,Canada
505384,American Robin,https://xeno-canto.org/505384/download,28.0,B,United States
500095,American Robin,https://xeno-canto.org/500095/download,72.0,B,Mexico
500094,American Robin,https://xeno-canto.org/500094/download,44.0,B,Mexico
494263,American Robin,https://xeno-canto.org/494263/download,55.0,B,United States
491645,American Robin,https://xeno-canto.org/491645/download,25.0,B,United States
483627,American Robin,https://xeno-canto.org/483627/download,16.0,B,United States
482331,American Robin,https://xeno-canto.org/482331/download,34.0,B,United States
480682,American Robin,https://xeno-canto.org/480682/download,59.0,B,United States
474615,American Robin,https://xeno-canto.org/474615/download,97.0,B,United States
467818,American Robin,https://xeno-canto.org/467818/download,47.0,B,United States
467608,American Robin,https://xeno-canto.org/467608/download,37.0,B,Canada
466249,American Robin,https://xeno-canto.org/466249/download,24.0,B,Mexico
462166,American Robin,https://xeno-canto.org/462166/download,30.0,B,United States
458035,American Robin,https://xeno-canto.org/458035/download,17.0,B,United States
452607,American Robin,https://xeno-canto.org/452607/download,44.0,B,United States
448295,American Robin,https://xeno-canto.org/448295/download,30.0,B,Mexico
448294,American Robin,https://xeno-canto.org/448294/download,26.0,B,Mexico
448271,American Robin,https://xeno-canto.org/448271/download,77.0,B,Mexico
1095084,Black-capped Chickadee,https://xeno-canto.org/1095084/download,30.0,A,United States
1087463,Black-capped Chickadee,https://xeno-canto.org/1087463/download,73.0,A,United States
1073855,Black-capped Chickadee,https://xeno-canto.org/1073855/download,31.0,A,United States
1060245,Black-capped Chickadee,https://xeno-canto.org/1060245/download,54.0,A,Canada
1060244,Black-capped Chickadee,https://xeno-canto.org/1060244/download,61.0,A,Canada
1047655,Black-capped Chickadee,https://xeno-canto.org/1047655/download,72.0,A,United States
1047654,Black-capped Chickadee,https://xeno-canto.org/1047654/download,63.0,A,United States
1035996,Black-capped Chickadee,https://xeno-canto.org/1035996/download,64.0,A,United States
1014227,Black-capped Chickadee,https://xeno-canto.org/1014227/download,18.0,A,Canada
1012939,Black-capped Chickadee,https://xeno-canto.org/1012939/download,13.0,A,Canada
1012680,Black-capped Chickadee,https://xeno-canto.org/1012680/download,58.0,A,Canada
